model,model_id,ablation,condition,clean_label,attacked_label,count,row_denominator,row_rate,direction
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,little_or_no_damage,little_or_no_damage,5,5,1.0,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,little_or_no_damage,mild_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,little_or_no_damage,severe_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,mild_damage,little_or_no_damage,6,7,0.8571428571428571,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,mild_damage,mild_damage,1,7,0.14285714285714285,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,mild_damage,severe_damage,0,7,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,severe_damage,little_or_no_damage,7,14,0.5,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,severe_damage,mild_damage,0,14,0.0,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt12,severe_damage,severe_damage,7,14,0.5,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,little_or_no_damage,little_or_no_damage,5,5,1.0,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,little_or_no_damage,mild_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,little_or_no_damage,severe_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,mild_damage,little_or_no_damage,6,7,0.8571428571428571,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,mild_damage,mild_damage,1,7,0.14285714285714285,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,mild_damage,severe_damage,0,7,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,severe_damage,little_or_no_damage,9,14,0.6428571428571429,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,severe_damage,mild_damage,1,14,0.07142857142857142,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,direct_pt15,severe_damage,severe_damage,4,14,0.2857142857142857,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,little_or_no_damage,little_or_no_damage,4,5,0.8,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,little_or_no_damage,mild_damage,1,5,0.2,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,little_or_no_damage,severe_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,mild_damage,little_or_no_damage,1,7,0.14285714285714285,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,mild_damage,mild_damage,6,7,0.8571428571428571,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,mild_damage,severe_damage,0,7,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,severe_damage,little_or_no_damage,0,14,0.0,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,severe_damage,mild_damage,1,14,0.07142857142857142,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt03,severe_damage,severe_damage,13,14,0.9285714285714286,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,little_or_no_damage,little_or_no_damage,4,5,0.8,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,little_or_no_damage,mild_damage,1,5,0.2,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,little_or_no_damage,severe_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,mild_damage,little_or_no_damage,0,7,0.0,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,mild_damage,mild_damage,7,7,1.0,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,mild_damage,severe_damage,0,7,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,severe_damage,little_or_no_damage,0,14,0.0,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,severe_damage,mild_damage,2,14,0.14285714285714285,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt06,severe_damage,severe_damage,12,14,0.8571428571428571,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,little_or_no_damage,little_or_no_damage,5,5,1.0,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,little_or_no_damage,mild_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,little_or_no_damage,severe_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,mild_damage,little_or_no_damage,2,7,0.2857142857142857,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,mild_damage,mild_damage,5,7,0.7142857142857143,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,mild_damage,severe_damage,0,7,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,severe_damage,little_or_no_damage,0,14,0.0,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,severe_damage,mild_damage,2,14,0.14285714285714285,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt09,severe_damage,severe_damage,12,14,0.8571428571428571,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,little_or_no_damage,little_or_no_damage,5,5,1.0,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,little_or_no_damage,mild_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,little_or_no_damage,severe_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,mild_damage,little_or_no_damage,2,7,0.2857142857142857,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,mild_damage,mild_damage,5,7,0.7142857142857143,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,mild_damage,severe_damage,0,7,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,severe_damage,little_or_no_damage,0,14,0.0,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,severe_damage,mild_damage,5,14,0.35714285714285715,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt12,severe_damage,severe_damage,9,14,0.6428571428571429,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,little_or_no_damage,little_or_no_damage,5,5,1.0,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,little_or_no_damage,mild_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,little_or_no_damage,severe_damage,0,5,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,mild_damage,little_or_no_damage,3,7,0.42857142857142855,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,mild_damage,mild_damage,4,7,0.5714285714285714,unchanged
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,mild_damage,severe_damage,0,7,0.0,upward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,severe_damage,little_or_no_damage,0,14,0.0,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,severe_damage,mild_damage,4,14,0.2857142857142857,downward
qwen3vl_32b_bf16__gcp_a100,Qwen/Qwen3-VL-32B-Instruct,size,misleading_pt15,severe_damage,severe_damage,10,14,0.7142857142857143,unchanged
