model,model_id,ablation,condition,clean_label,attacked_label,count,row_denominator,row_rate,direction
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,direct_natural,severe_damage,mild_damage,3,7,0.42857142857142855,downward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,direct_natural,severe_damage,severe_damage,3,7,0.42857142857142855,unchanged
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,little_or_no_damage,little_or_no_damage,24,24,1.0,unchanged
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,little_or_no_damage,mild_damage,0,24,0.0,upward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,little_or_no_damage,severe_damage,0,24,0.0,upward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,mild_damage,little_or_no_damage,5,21,0.23809523809523808,downward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,mild_damage,mild_damage,16,21,0.7619047619047619,unchanged
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,mild_damage,severe_damage,0,21,0.0,upward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,severe_damage,little_or_no_damage,1,7,0.14285714285714285,downward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,severe_damage,mild_damage,3,7,0.42857142857142855,downward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_plain,severe_damage,severe_damage,3,7,0.42857142857142855,unchanged
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,little_or_no_damage,little_or_no_damage,24,24,1.0,unchanged
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,little_or_no_damage,mild_damage,0,24,0.0,upward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,little_or_no_damage,severe_damage,0,24,0.0,upward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,mild_damage,little_or_no_damage,2,21,0.09523809523809523,downward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,mild_damage,mild_damage,18,21,0.8571428571428571,unchanged
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,mild_damage,severe_damage,1,21,0.047619047619047616,upward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,severe_damage,little_or_no_damage,0,7,0.0,downward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,severe_damage,mild_damage,3,7,0.42857142857142855,downward
mistral31_24b_bf16__gcp_a100,mistralai/Mistral-Small-3.1-24B-Instruct-2503,text,misleading_authority,severe_damage,severe_damage,4,7,0.5714285714285714,unchanged
