model,model_id,ablation,condition,clean_label,attacked_label,count,row_denominator,row_rate,direction
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt12,mild_damage,severe_damage,1,6,0.16666666666666666,upward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt12,severe_damage,little_or_no_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt12,severe_damage,mild_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt12,severe_damage,severe_damage,13,13,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,little_or_no_damage,little_or_no_damage,9,9,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,little_or_no_damage,mild_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,little_or_no_damage,severe_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,mild_damage,little_or_no_damage,1,6,0.16666666666666666,downward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,mild_damage,mild_damage,5,6,0.8333333333333334,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,mild_damage,severe_damage,0,6,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,severe_damage,little_or_no_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,severe_damage,mild_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,direct_pt15,severe_damage,severe_damage,13,13,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,little_or_no_damage,little_or_no_damage,9,9,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,little_or_no_damage,mild_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,little_or_no_damage,severe_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,mild_damage,little_or_no_damage,0,6,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,mild_damage,mild_damage,5,6,0.8333333333333334,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,mild_damage,severe_damage,1,6,0.16666666666666666,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,severe_damage,little_or_no_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,severe_damage,mild_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt03,severe_damage,severe_damage,13,13,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,little_or_no_damage,little_or_no_damage,8,9,0.8888888888888888,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,little_or_no_damage,mild_damage,1,9,0.1111111111111111,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,little_or_no_damage,severe_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,mild_damage,little_or_no_damage,0,6,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,mild_damage,mild_damage,6,6,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,mild_damage,severe_damage,0,6,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,severe_damage,little_or_no_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,severe_damage,mild_damage,1,13,0.07692307692307693,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt06,severe_damage,severe_damage,12,13,0.9230769230769231,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,little_or_no_damage,little_or_no_damage,8,9,0.8888888888888888,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,little_or_no_damage,mild_damage,1,9,0.1111111111111111,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,little_or_no_damage,severe_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,mild_damage,little_or_no_damage,1,6,0.16666666666666666,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,mild_damage,mild_damage,5,6,0.8333333333333334,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,mild_damage,severe_damage,0,6,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,severe_damage,little_or_no_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,severe_damage,mild_damage,1,13,0.07692307692307693,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt09,severe_damage,severe_damage,12,13,0.9230769230769231,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,little_or_no_damage,little_or_no_damage,9,9,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,little_or_no_damage,mild_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,little_or_no_damage,severe_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,mild_damage,little_or_no_damage,1,6,0.16666666666666666,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,mild_damage,mild_damage,5,6,0.8333333333333334,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,mild_damage,severe_damage,0,6,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,severe_damage,little_or_no_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,severe_damage,mild_damage,2,13,0.15384615384615385,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt12,severe_damage,severe_damage,11,13,0.8461538461538461,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,little_or_no_damage,little_or_no_damage,9,9,1.0,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,little_or_no_damage,mild_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,little_or_no_damage,severe_damage,0,9,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,mild_damage,little_or_no_damage,1,6,0.16666666666666666,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,mild_damage,mild_damage,5,6,0.8333333333333334,unchanged
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,mild_damage,severe_damage,0,6,0.0,upward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,severe_damage,little_or_no_damage,0,13,0.0,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,severe_damage,mild_damage,1,13,0.07692307692307693,downward
gemini_2_5_flash,gemini-2.5-flash,size,misleading_pt15,severe_damage,severe_damage,12,13,0.9230769230769231,unchanged
